account_id,industry,country,anciennete_mois,churn,nb_changements_plan,mrr_moyen,nb_sieges_max,downgrade_detecte,auto_renew_flag,est_enterprise,nb_tickets_total,nb_tickets_critiques,satisfaction_moyenne,delai_resolution_moyen,ratio_tickets_critiques,usage_total_count,nb_features_uniques,jours_depuis_derniere_activite,usage_moyen_3mois,tendance_usage
A-cc98bc,DevTools,US,19.3,0,1.0,2156.7,57.0,0.0,1.0,0.0,3.0,1.0,4.0,4.666666666666667,0.3333333333333333,551,29,8,27.666666666666668,-9.0
A-d77f4c,DevTools,US,14.3,1,4.0,3733.076923076923,94.0,1.0,1.0,1.0,2.0,1.0,4.0,31.0,0.5,599,30,4,20.0,0.5
A-ccabf0,HealthTech,IN,11.8,1,1.0,2237.9,59.0,1.0,1.0,0.0,4.0,2.0,3.75,46.25,0.5,450,28,1,16.333333333333332,2.5
A-700ade,Cybersecurity,UK,2.0,0,0.0,2109.375,50.0,0.0,0.0,0.0,4.0,3.0,4.5,30.25,0.75,284,20,81,5.333333333333333,-8.0
A-4a4c2d,DevTools,US,20.0,0,2.0,2612.769230769231,54.0,1.0,1.0,0.0,5.0,2.0,4.2,42.0,0.4,587,28,4,15.0,2.5
A-b7ef83,Cybersecurity,UK,1.8,1,0.0,1980.1666666666667,43.0,0.0,0.0,1.0,1.0,1.0,4.0,28.0,1.0,585,29,3,26.0,-1.0
A-e08cd3,FinTech,US,2.9,1,0.0,6974.7,67.0,0.0,1.0,1.0,6.0,4.0,4.0,28.166666666666668,0.6666666666666666,413,29,1,17.666666666666668,7.5
A-19b2c8,DevTools,IN,14.4,1,0.0,2065.7272727272725,33.0,0.0,1.0,1.0,2.0,0.0,4.5,28.0,0.0,491,25,2,25.333333333333332,18.0
A-970c97,HealthTech,DE,10.1,0,1.0,1922.625,29.0,1.0,1.0,0.0,1.0,1.0,5.0,61.0,1.0,444,26,2,20.0,8.0
A-6dee43,FinTech,UK,5.1,1,0.0,1251.0,12.0,0.0,1.0,1.0,3.0,3.0,4.333333333333333,45.666666666666664,1.0,298,19,12,24.0,-20.0
A-5ed98d,DevTools,US,3.4,1,0.0,2976.0,24.0,0.0,1.0,0.0,5.0,2.0,4.2,35.8,0.4,239,19,71,1.6666666666666667,-2.5
A-c58f49,EdTech,US,1.7,1,0.0,7630.0,70.0,0.0,1.0,1.0,3.0,2.0,4.333333333333333,36.333333333333336,0.6666666666666666,319,22,5,5.666666666666667,8.5
A-9c18c4,HealthTech,US,17.2,0,3.0,1782.3,19.0,0.0,1.0,1.0,4.0,2.0,4.0,42.25,0.5,556,30,19,29.0,-5.0
A-cc8c8f,DevTools,US,2.9,1,1.0,2003.0,28.0,0.0,1.0,0.0,2.0,2.0,3.5,14.5,1.0,239,19,23,16.0,1.0
A-5f7781,DevTools,US,4.2,1,1.0,2050.4,85.0,0.0,1.0,0.0,2.0,2.0,4.0,28.5,1.0,176,16,41,2.3333333333333335,0.0
A-e1b9cd,DevTools,US,19.2,1,3.0,2547.846153846154,100.0,1.0,0.0,0.0,1.0,1.0,3.0,35.0,1.0,804,33,5,46.0,16.5
A-ac85cd,EdTech,US,4.4,1,2.0,2662.0,61.0,1.0,1.0,0.0,3.0,0.0,3.6666666666666665,33.666666666666664,0.0,634,30,16,42.0,8.5
A-d792a6,DevTools,US,18.7,1,2.0,778.0,37.0,1.0,1.0,1.0,3.0,2.0,4.0,52.333333333333336,0.6666666666666666,530,27,12,39.0,-1.0
A-ac9111,HealthTech,US,10.4,1,1.0,1202.0,56.0,1.0,1.0,1.0,3.0,2.0,4.333333333333333,24.666666666666668,0.6666666666666666,620,29,4,41.0,-7.5
A-18793f,EdTech,US,0.4,1,0.0,7858.8,148.0,0.0,1.0,0.0,5.0,2.0,3.8,45.2,0.4,486,30,18,11.666666666666666,-2.0
A-9f0b68,EdTech,US,6.1,1,2.0,2825.2,36.0,1.0,1.0,1.0,2.0,1.0,3.5,20.5,0.5,687,36,6,27.0,-5.0
A-d3c88e,DevTools,US,1.0,1,1.0,950.4,16.0,0.0,0.0,0.0,3.0,3.0,4.0,58.0,1.0,600,32,7,37.333333333333336,-19.5
A-ccb686,DevTools,US,10.1,1,5.0,1934.2,53.0,1.0,1.0,0.0,1.0,1.0,4.0,67.0,1.0,629,34,3,43.333333333333336,-2.5
A-118f1c,Cybersecurity,US,1.5,1,0.0,4776.0,32.0,0.0,1.0,1.0,1.0,0.0,3.0,64.0,0.0,369,22,73,13.666666666666666,-20.5
A-0e966d,FinTech,IN,6.2,0,0.0,1131.3636363636363,57.0,0.0,1.0,0.0,3.0,1.0,4.333333333333333,31.666666666666668,0.3333333333333333,636,31,18,33.666666666666664,-4.0
A-b9f5b1,Cybersecurity,US,5.8,1,0.0,0.0,42.0,0.0,1.0,1.0,2.0,0.0,3.5,44.0,0.0,100,8,24,14.0,-7.5
A-8ae3fc,DevTools,CA,1.4,1,0.0,809.0,31.0,0.0,1.0,0.0,4.0,4.0,3.75,39.5,1.0,298,23,86,3.3333333333333335,-5.0
A-55f257,FinTech,US,12.4,0,3.0,1213.7,38.0,0.0,0.0,1.0,6.0,3.0,4.666666666666667,43.166666666666664,0.5,476,31,1,37.333333333333336,32.0
A-d26ab4,DevTools,UK,1.6,1,1.0,1255.75,62.0,1.0,1.0,1.0,2.0,1.0,4.0,49.5,0.5,458,24,17,20.666666666666668,0.0
A-712533,EdTech,US,11.6,1,0.0,1324.0,45.0,0.0,1.0,1.0,2.0,0.0,4.0,24.5,0.0,437,29,24,21.0,-10.0
A-781cc0,EdTech,US,3.2,1,2.0,1144.6875,34.0,0.0,1.0,0.0,3.0,2.0,4.0,55.333333333333336,0.6666666666666666,829,31,19,49.0,-4.5
